,Case,No,Task,segment,year,miles,night,gender,age,educ,region,Urb,income,ppark,Choice,alt,CC,GN,NS,BU,FA,LD,BZ,FC,FP,RP,PP,KA,SC,TS,NV,MA,LB,AF,HU,Price,chid
38.Ch3,4,59,2,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch4,3,0,0,4,1,0,1,0,1,0,0,0,1,2,2,0,0,3,3,0,10,38
38.Ch4,4,59,2,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
39.Ch1,4,60,3,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch2,1,1,2,0,4,1,2,0,0,0,1,0,1,0,0,0,1,3,0,0,12,39
39.Ch2,4,60,3,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch2,2,3,2,0,1,2,1,0,0,0,1,0,1,0,0,0,1,1,0,0,9,39
39.Ch3,4,60,3,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch2,3,3,2,0,2,1,1,0,0,0,2,0,1,0,0,0,2,4,0,0,8,39
39.Ch4,4,60,3,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
40.Ch1,4,61,4,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch2,1,0,0,2,0,0,0,3,1,3,1,0,0,1,3,0,0,0,3,1,4,40
40.Ch2,4,61,4,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch2,2,0,0,3,0,0,0,3,1,1,2,0,0,1,3,0,0,0,1,1,4,40
40.Ch3,4,61,4,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch2,3,0,0,3,0,0,0,3,1,2,2,0,0,2,3,0,0,0,3,1,3,40
40.Ch4,4,61,4,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
41.Ch1,4,62,5,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch3,1,0,1,0,1,1,0,1,0,0,1,2,0,4,0,2,0,0,2,0,7,41
41.Ch2,4,62,5,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch3,2,0,1,0,1,1,0,3,0,0,1,2,0,2,0,1,0,0,3,0,5,41
41.Ch3,4,62,5,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch3,3,0,2,0,3,1,0,1,0,0,2,1,0,2,0,1,0,0,2,0,3,41
41.Ch4,4,62,5,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
42.Ch1,4,63,6,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch4,1,3,0,0,0,0,0,0,1,4,0,1,1,0,1,0,4,4,0,1,10,42
42.Ch2,4,63,6,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch4,2,1,0,0,0,0,0,0,2,1,0,2,1,0,3,0,3,3,0,1,10,42
42.Ch3,4,63,6,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch4,3,1,0,0,0,0,0,0,1,4,0,2,1,0,2,0,1,1,0,2,11,42
42.Ch4,4,63,6,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
43.Ch1,4,64,7,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch2,1,0,2,3,1,2,2,0,2,0,0,0,0,0,3,2,0,0,0,1,7,43
43.Ch2,4,64,7,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch2,2,0,1,2,6,2,2,0,1,0,0,0,0,0,3,3,0,0,0,1,3,43
43.Ch3,4,64,7,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch2,3,0,2,2,3,1,1,0,2,0,0,0,0,0,2,3,0,0,0,1,5,43
43.Ch4,4,64,7,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
44.Ch1,4,65,8,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch3,1,3,0,2,0,0,1,0,0,4,2,1,0,2,0,2,0,2,0,0,7,44
44.Ch2,4,65,8,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch3,2,3,0,1,0,0,3,0,0,3,2,2,0,3,0,3,0,2,0,0,10,44
44.Ch3,4,65,8,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch3,3,3,0,1,0,0,2,0,0,3,2,1,0,3,0,2,0,3,0,0,4,44
44.Ch4,4,65,8,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
45.Ch1,4,66,9,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch4,1,1,0,2,0,2,0,1,1,0,0,0,2,4,0,0,4,0,1,0,11,45
45.Ch2,4,66,9,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch4,2,2,0,1,0,1,0,1,1,0,0,0,1,4,0,0,1,0,1,0,9,45
45.Ch3,4,66,9,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch4,3,2,0,4,0,2,0,1,2,0,0,0,1,1,0,0,1,0,2,0,9,45
45.Ch4,4,66,9,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
46.Ch1,4,67,10,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch1,1,0,1,0,0,0,1,3,0,0,0,1,1,0,0,2,0,3,3,1,1,46
46.Ch2,4,67,10,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch1,2,0,2,0,0,0,3,1,0,0,0,2,2,0,0,2,0,4,3,1,10,46
46.Ch3,4,67,10,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch1,3,0,1,0,0,0,3,3,0,0,0,3,1,0,0,3,0,2,3,1,8,46
46.Ch4,4,67,10,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
47.Ch1,4,68,11,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch1,1,0,0,0,1,2,0,1,2,2,2,0,0,0,2,0,2,4,0,0,1,47
47.Ch2,4,68,11,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch1,2,0,0,0,3,1,0,3,1,3,2,0,0,0,3,0,3,4,0,0,3,47
47.Ch3,4,68,11,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch1,3,0,0,0,1,1,0,1,2,3,1,0,0,0,2,0,3,4,0,0,5,47
47.Ch4,4,68,11,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
48.Ch1,4,69,12,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch3,1,0,1,5,1,0,0,0,0,3,0,0,2,3,0,3,1,0,0,2,12,48
48.Ch2,4,69,12,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch3,2,0,1,3,3,0,0,0,0,2,0,0,2,2,0,2,4,0,0,1,1,48
48.Ch3,4,69,12,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch3,3,0,2,4,3,0,0,0,0,1,0,0,1,1,0,1,3,0,0,2,4,48
48.Ch4,4,69,12,Small Car,2000,500,5,1,45,5,SE,2,85000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
49.Ch1,5,77,1,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch3,1,0,2,2,0,2,0,0,2,1,0,0,0,0,0,3,0,4,3,1,11,49
49.Ch2,5,77,1,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch3,2,0,1,3,0,2,0,0,2,3,0,0,0,0,0,3,0,4,2,2,12,49
49.Ch3,5,77,1,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch3,3,0,2,3,0,2,0,0,2,1,0,0,0,0,0,1,0,1,2,1,7,49
49.Ch4,5,77,1,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
50.Ch1,5,78,2,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,1,1,0,0,0,0,2,2,0,0,2,2,2,3,2,0,4,0,0,0,6,50
50.Ch2,5,78,2,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,2,1,0,0,0,0,2,3,0,0,2,3,1,4,3,0,2,0,0,0,5,50
50.Ch3,5,78,2,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,3,3,0,0,0,0,1,1,0,0,2,2,2,3,1,0,4,0,0,0,2,50
50.Ch4,5,78,2,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
51.Ch1,5,79,3,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,1,2,1,1,4,0,0,3,0,0,2,0,0,3,0,0,0,4,0,2,10,51
51.Ch2,5,79,3,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,2,3,2,1,6,0,0,2,0,0,1,0,0,4,0,0,0,3,0,2,12,51
51.Ch3,5,79,3,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,3,3,1,1,3,0,0,1,0,0,2,0,0,4,0,0,0,1,0,1,6,51
51.Ch4,5,79,3,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
52.Ch1,5,80,4,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,1,0,0,0,5,2,0,0,2,0,0,2,2,0,3,3,1,0,3,0,5,52
52.Ch2,5,80,4,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,2,0,0,0,5,2,0,0,1,0,0,3,1,0,1,1,2,0,3,0,11,52
52.Ch3,5,80,4,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,3,0,0,0,3,2,0,0,2,0,0,3,2,0,3,3,3,0,3,0,11,52
52.Ch4,5,80,4,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
53.Ch1,5,81,5,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch2,1,3,1,3,0,1,1,1,1,4,0,0,2,0,0,0,0,0,0,0,5,53
53.Ch2,5,81,5,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch2,2,3,2,2,0,1,3,1,1,2,0,0,1,0,0,0,0,0,0,0,3,53
53.Ch3,5,81,5,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch2,3,3,1,2,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,12,53
53.Ch4,5,81,5,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
54.Ch1,5,82,6,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch4,1,0,0,0,2,0,3,0,0,1,2,0,0,0,2,2,2,4,1,0,12,54
54.Ch2,5,82,6,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch4,2,0,0,0,6,0,2,0,0,2,1,0,0,0,1,2,3,4,1,0,2,54
54.Ch3,5,82,6,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch4,3,0,0,0,5,0,3,0,0,3,2,0,0,0,3,2,1,3,1,0,4,54
54.Ch4,5,82,6,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
55.Ch1,5,83,7,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch4,1,0,2,0,0,2,0,0,0,0,2,1,2,4,2,2,0,0,0,2,4,55
55.Ch2,5,83,7,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch4,2,0,1,0,0,1,0,0,0,0,2,3,1,2,3,3,0,0,0,2,12,55
55.Ch3,5,83,7,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch4,3,0,2,0,0,1,0,0,0,0,1,3,2,4,1,1,0,0,0,2,1,55
55.Ch4,5,83,7,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
56.Ch1,5,84,8,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch2,1,0,0,3,2,0,1,3,0,3,0,2,0,3,0,0,4,0,0,1,10,56
56.Ch2,5,84,8,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch2,2,0,0,1,3,0,2,1,0,3,0,3,0,4,0,0,4,0,0,1,1,56
56.Ch3,5,84,8,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch2,3,0,0,4,3,0,2,2,0,2,0,3,0,4,0,0,2,0,0,2,6,56
56.Ch4,5,84,8,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
57.Ch1,5,85,9,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch2,1,3,2,0,4,0,0,3,1,0,0,2,0,2,0,0,0,1,2,0,5,57
57.Ch2,5,85,9,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch2,2,1,1,0,4,0,0,2,2,0,0,1,0,2,0,0,0,1,2,0,8,57
57.Ch3,5,85,9,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch2,3,3,2,0,5,0,0,1,1,0,0,1,0,3,0,0,0,3,1,0,4,57
57.Ch4,5,85,9,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
58.Ch1,5,86,10,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,1,3,0,3,0,1,0,0,0,1,2,0,0,0,2,0,2,0,1,2,8,58
58.Ch2,5,86,10,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,2,1,0,3,0,1,0,0,0,4,1,0,0,0,1,0,1,0,3,1,11,58
58.Ch3,5,86,10,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,3,3,0,4,0,2,0,0,0,1,1,0,0,0,2,0,4,0,2,1,11,58
58.Ch4,5,86,10,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
59.Ch1,5,87,11,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch4,1,0,2,4,0,0,2,0,2,0,0,0,1,0,3,2,4,2,0,0,8,59
59.Ch2,5,87,11,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch4,2,0,2,4,0,0,3,0,2,0,0,0,2,0,2,3,3,4,0,0,12,59
59.Ch3,5,87,11,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch4,3,0,2,4,0,0,3,0,2,0,0,0,1,0,3,3,1,4,0,0,2,59
59.Ch4,5,87,11,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
60.Ch1,5,88,12,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch3,1,3,0,0,2,1,3,0,1,0,1,0,0,2,0,2,0,0,0,1,7,60
60.Ch2,5,88,12,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch3,2,2,0,0,3,2,2,0,2,0,2,0,0,3,0,1,0,0,0,2,9,60
60.Ch3,5,88,12,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch3,3,1,0,0,3,1,1,0,2,0,1,0,0,2,0,3,0,0,0,2,4,60
60.Ch4,5,88,12,Full-size Pickup,2005,25,15,1,55,3,MW,2,250000,0,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
61.Ch1,6,96,1,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch1,1,0,0,0,2,0,0,1,2,4,0,1,0,2,0,0,1,2,1,0,6,61
61.Ch2,6,96,1,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch1,2,0,0,0,6,0,0,2,2,4,0,3,0,2,0,0,4,3,3,0,10,61
61.Ch3,6,96,1,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch1,3,0,0,0,5,0,0,1,1,4,0,1,0,2,0,0,4,3,1,0,10,61
61.Ch4,6,96,1,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
62.Ch1,6,97,2,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,1,3,0,3,3,1,3,0,0,0,1,0,1,0,0,3,0,0,0,2,5,62
62.Ch2,6,97,2,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,2,1,0,5,4,2,2,0,0,0,2,0,1,0,0,3,0,0,0,2,10,62
62.Ch3,6,97,2,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,3,2,0,5,6,1,3,0,0,0,1,0,2,0,0,3,0,0,0,1,9,62
62.Ch4,6,97,2,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
63.Ch1,6,98,3,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,1,0,2,1,0,0,0,0,0,2,2,0,2,0,3,2,2,1,0,0,8,63
63.Ch2,6,98,3,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,2,0,2,2,0,0,0,0,0,4,2,0,1,0,3,1,1,2,0,0,8,63
63.Ch3,6,98,3,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,3,0,1,1,0,0,0,0,0,1,1,0,2,0,3,2,3,4,0,0,5,63
63.Ch4,6,98,3,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
64.Ch1,6,99,4,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,1,2,1,0,0,2,2,2,2,0,0,0,0,0,3,0,0,0,2,2,6,64
64.Ch2,6,99,4,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,2,2,2,0,0,2,2,2,1,0,0,0,0,0,1,0,0,0,2,2,3,64
64.Ch3,6,99,4,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,3,2,2,0,0,1,3,2,1,0,0,0,0,0,2,0,0,0,3,2,8,64
64.Ch4,6,99,4,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
65.Ch1,6,100,5,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,1,0,0,5,6,0,3,0,0,0,0,2,2,3,3,0,0,4,0,1,10,65
65.Ch2,6,100,5,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,2,0,0,1,2,0,3,0,0,0,0,3,2,4,1,0,0,1,0,1,5,65
65.Ch3,6,100,5,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,3,0,0,4,2,0,3,0,0,0,0,3,2,2,2,0,0,4,0,1,3,65
65.Ch4,6,100,5,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
66.Ch1,6,101,6,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,1,3,1,0,0,2,0,3,0,1,1,1,0,1,0,3,0,0,0,0,12,66
66.Ch2,6,101,6,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,2,2,1,0,0,2,0,1,0,2,2,3,0,4,0,1,0,0,0,0,6,66
66.Ch3,6,101,6,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,3,2,2,0,0,1,0,2,0,3,2,1,0,1,0,2,0,0,0,0,11,66
66.Ch4,6,101,6,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
67.Ch1,6,102,7,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,1,0,2,0,5,1,0,0,2,0,1,0,0,2,1,0,2,0,2,0,10,67
67.Ch2,6,102,7,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,2,0,1,0,4,1,0,0,1,0,1,0,0,3,3,0,3,0,1,0,10,67
67.Ch3,6,102,7,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,3,0,2,0,6,2,0,0,1,0,2,0,0,3,3,0,1,0,2,0,5,67
67.Ch4,6,102,7,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
68.Ch1,6,103,8,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch4,1,1,0,2,0,0,1,1,2,4,0,2,0,0,0,0,2,4,0,0,4,68
68.Ch2,6,103,8,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch4,2,1,0,3,0,0,2,2,2,1,0,1,0,0,0,0,1,2,0,0,12,68
68.Ch3,6,103,8,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch4,3,3,0,4,0,0,3,2,1,4,0,2,0,0,0,0,1,4,0,0,10,68
68.Ch4,6,103,8,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
69.Ch1,6,104,9,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch4,1,0,0,0,0,1,3,0,0,0,0,3,2,1,0,2,3,0,3,1,12,69
69.Ch2,6,104,9,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch4,2,0,0,0,0,1,3,0,0,0,0,1,2,2,0,3,3,0,3,1,2,69
69.Ch3,6,104,9,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch4,3,0,0,0,0,1,2,0,0,0,0,2,1,1,0,3,4,0,3,1,2,69
69.Ch4,6,104,9,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
70.Ch1,6,105,10,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch1,1,0,1,0,0,0,0,1,2,0,1,0,2,0,0,2,0,2,1,1,4,70
70.Ch2,6,105,10,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch1,2,0,2,0,0,0,0,1,2,0,2,0,2,0,0,2,0,4,3,1,11,70
70.Ch3,6,105,10,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch1,3,0,2,0,0,0,0,2,2,0,2,0,2,0,0,3,0,4,2,1,3,70
70.Ch4,6,105,10,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
71.Ch1,6,106,11,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,1,3,0,3,5,2,0,0,0,3,0,0,1,0,3,0,0,4,3,0,3,71
71.Ch2,6,106,11,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,2,3,0,5,2,1,0,0,0,2,0,0,2,0,2,0,0,2,2,0,1,71
71.Ch3,6,106,11,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,3,2,0,5,2,2,0,0,0,2,0,0,1,0,3,0,0,4,1,0,8,71
71.Ch4,6,106,11,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
72.Ch1,6,107,12,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,1,2,0,3,4,0,0,2,0,0,0,0,0,4,1,2,2,0,0,1,10,72
72.Ch2,6,107,12,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,2,1,0,4,3,0,0,2,0,0,0,0,0,4,1,1,3,0,0,2,11,72
72.Ch3,6,107,12,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,3,3,0,1,2,0,0,2,0,0,0,0,0,2,3,3,2,0,0,1,12,72
72.Ch4,6,107,12,Small Car,2002,75,45,0,25,4,MW,2,205000,0,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
73.Ch1,7,115,1,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch3,1,0,2,2,0,2,0,1,1,0,2,0,1,0,2,0,1,0,0,0,11,73
73.Ch2,7,115,1,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch3,2,0,2,2,0,2,0,1,2,0,2,0,1,0,3,0,2,0,0,0,8,73
73.Ch3,7,115,1,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch3,3,0,1,4,0,2,0,3,2,0,1,0,2,0,1,0,1,0,0,0,5,73
73.Ch4,7,115,1,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
74.Ch1,7,116,2,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch1,1,1,0,0,2,0,2,0,0,3,0,3,0,2,0,3,0,0,2,2,9,74
74.Ch2,7,116,2,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch1,2,1,0,0,1,0,1,0,0,2,0,3,0,4,0,3,0,0,1,1,5,74
74.Ch3,7,116,2,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch1,3,1,0,0,6,0,2,0,0,1,0,2,0,4,0,1,0,0,3,1,12,74
74.Ch4,7,116,2,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
75.Ch1,7,117,3,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch3,1,3,2,0,6,0,0,0,1,0,0,2,0,3,1,0,3,1,0,0,5,75
75.Ch2,7,117,3,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch3,2,2,2,0,2,0,0,0,1,0,0,3,0,4,1,0,4,3,0,0,9,75
75.Ch3,7,117,3,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch3,3,3,2,0,2,0,0,0,2,0,0,1,0,1,1,0,2,3,0,0,7,75
75.Ch4,7,117,3,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
76.Ch1,7,118,4,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch2,1,0,0,0,0,2,1,3,0,0,2,0,1,0,0,1,0,1,1,2,11,76
76.Ch2,7,118,4,Midsize Car,2003,25,35,0,45,5,W,2,250000,12,Ch2,2,0,0,0,0,1,1,3,0,0,2,0,1,0,0,2,0,1,1,1,4,76
