"","Case","No","Task","segment","year","miles","night","gender","age","educ","region","Urb","income","ppark","Ch1","Ch2","Ch3","Ch4","Choice","alt","CC","GN","NS","BU","FA","LD","BZ","FC","FP","RP","PP","KA","SC","TS","NV","MA","LB","AF","HU","Price","chid"
"34.Ch3",5,94,18,"Full-size Pickup",2005,25,15,1,55,3,"MW",2,250000,0,1,0,0,0,FALSE,3,0,0,1,0,0,1,1,1,2,0,0,0,1,2,3,0,0,2,0,12,34
"34.Ch4",5,94,18,"Full-size Pickup",2005,25,15,1,55,3,"MW",2,250000,0,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"35.Ch1",5,95,19,"Full-size Pickup",2005,25,15,1,55,3,"MW",2,250000,0,0,0,0,1,FALSE,1,3,2,0,5,2,0,0,0,0,1,2,2,0,0,0,0,1,0,1,4,35
"35.Ch2",5,95,19,"Full-size Pickup",2005,25,15,1,55,3,"MW",2,250000,0,0,0,0,1,FALSE,2,1,2,0,5,1,0,0,0,0,2,1,1,0,0,0,0,3,0,1,12,35
"35.Ch3",5,95,19,"Full-size Pickup",2005,25,15,1,55,3,"MW",2,250000,0,0,0,0,1,FALSE,3,1,2,0,4,1,0,0,0,0,2,2,1,0,0,0,0,4,0,2,10,35
"35.Ch4",5,95,19,"Full-size Pickup",2005,25,15,1,55,3,"MW",2,250000,0,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"36.Ch1",6,108,13,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,1,0,0,0,TRUE,1,0,1,0,3,0,2,0,1,3,2,3,0,0,3,0,0,0,0,2,11,36
"36.Ch2",6,108,13,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,1,0,0,0,FALSE,2,0,1,0,4,0,2,0,2,4,1,2,0,0,3,0,0,0,0,2,2,36
"36.Ch3",6,108,13,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,1,0,0,0,FALSE,3,0,2,0,3,0,3,0,2,3,2,2,0,0,2,0,0,0,0,1,5,36
"36.Ch4",6,108,13,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"37.Ch1",6,109,14,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,1,0,0,FALSE,1,0,1,4,0,1,0,0,1,0,0,3,2,0,0,2,3,2,0,0,6,37
"37.Ch2",6,109,14,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,1,0,0,TRUE,2,0,2,5,0,2,0,0,1,0,0,3,2,0,0,2,3,4,0,0,9,37
"37.Ch3",6,109,14,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,1,0,0,FALSE,3,0,2,2,0,2,0,0,2,0,0,3,2,0,0,1,3,2,0,0,6,37
"37.Ch4",6,109,14,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"38.Ch1",6,110,15,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,0,1,0,FALSE,1,2,0,0,0,0,2,2,0,3,2,0,2,3,0,0,1,0,3,0,9,38
"38.Ch2",6,110,15,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,0,1,0,FALSE,2,2,0,0,0,0,2,3,0,4,1,0,1,1,0,0,1,0,3,0,11,38
"38.Ch3",6,110,15,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,0,1,0,TRUE,3,2,0,0,0,0,3,2,0,1,1,0,1,3,0,0,4,0,2,0,1,38
"38.Ch4",6,110,15,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"39.Ch1",6,111,16,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,1,0,0,0,TRUE,1,0,0,1,2,1,0,0,1,2,2,0,0,3,0,0,0,3,0,2,8,39
"39.Ch2",6,111,16,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,1,0,0,0,FALSE,2,0,0,5,1,1,0,0,2,3,2,0,0,4,0,0,0,2,0,1,7,39
"39.Ch3",6,111,16,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,1,0,0,0,FALSE,3,0,0,1,1,2,0,0,2,4,1,0,0,4,0,0,0,4,0,2,11,39
"39.Ch4",6,111,16,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"40.Ch1",6,112,17,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,1,0,0,FALSE,1,1,1,2,0,0,3,1,0,0,0,1,0,0,2,1,0,0,1,0,10,40
"40.Ch2",6,112,17,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,1,0,0,TRUE,2,2,2,2,0,0,2,2,0,0,0,1,0,0,3,2,0,0,2,0,6,40
"40.Ch3",6,112,17,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,1,0,0,FALSE,3,2,2,3,0,0,3,2,0,0,0,3,0,0,3,1,0,0,3,0,2,40
"40.Ch4",6,112,17,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"41.Ch1",6,113,18,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,1,0,0,0,TRUE,1,0,0,0,0,1,2,2,1,2,0,0,1,0,2,1,0,0,0,2,6,41
"41.Ch2",6,113,18,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,1,0,0,0,FALSE,2,0,0,0,0,2,3,3,2,1,0,0,1,0,3,1,0,0,0,2,8,41
"41.Ch3",6,113,18,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,1,0,0,0,FALSE,3,0,0,0,0,1,1,3,2,4,0,0,2,0,1,2,0,0,0,2,6,41
"41.Ch4",6,113,18,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"42.Ch1",6,114,19,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,1,0,0,FALSE,1,3,2,0,2,0,3,0,0,0,2,0,0,1,0,0,4,2,3,0,2,42
"42.Ch2",6,114,19,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,1,0,0,TRUE,2,2,2,0,5,0,3,0,0,0,1,0,0,2,0,0,1,4,1,0,1,42
"42.Ch3",6,114,19,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,1,0,0,FALSE,3,1,1,0,2,0,1,0,0,0,2,0,0,3,0,0,2,2,3,0,11,42
"42.Ch4",6,114,19,"Small Car",2002,75,45,0,25,4,"MW",2,205000,0,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"43.Ch1",7,127,13,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,1,0,0,0,TRUE,1,3,0,5,0,1,0,0,1,2,0,2,0,0,0,1,2,0,3,0,3,43
"43.Ch2",7,127,13,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,1,0,0,0,FALSE,2,3,0,2,0,1,0,0,1,2,0,1,0,0,0,1,2,0,3,0,6,43
"43.Ch3",7,127,13,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,1,0,0,0,FALSE,3,3,0,3,0,1,0,0,2,2,0,2,0,0,0,1,2,0,3,0,3,43
"43.Ch4",7,127,13,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"44.Ch1",7,128,14,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,1,0,0,FALSE,1,1,0,0,0,0,2,0,0,4,2,0,2,4,0,0,4,3,0,2,3,44
"44.Ch2",7,128,14,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,1,0,0,TRUE,2,3,0,0,0,0,3,0,0,1,1,0,1,1,0,0,3,4,0,2,3,44
"44.Ch3",7,128,14,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,1,0,0,FALSE,3,2,0,0,0,0,1,0,0,2,1,0,2,2,0,0,3,4,0,1,12,44
"44.Ch4",7,128,14,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"45.Ch1",7,129,15,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,1,0,0,FALSE,1,2,1,3,5,0,1,2,0,0,0,2,0,0,3,0,0,0,3,0,8,45
"45.Ch2",7,129,15,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,1,0,0,TRUE,2,3,2,3,2,0,3,3,0,0,0,3,0,0,3,0,0,0,2,0,2,45
"45.Ch3",7,129,15,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,1,0,0,FALSE,3,2,2,2,2,0,3,1,0,0,0,3,0,0,2,0,0,0,3,0,6,45
"45.Ch4",7,129,15,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"46.Ch1",7,130,16,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,1,0,0,0,TRUE,1,0,1,3,0,0,0,0,2,1,2,2,1,3,0,0,0,0,3,0,4,46
"46.Ch2",7,130,16,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,1,0,0,0,FALSE,2,0,2,2,0,0,0,0,2,1,1,2,1,1,0,0,0,0,2,0,4,46
"46.Ch3",7,130,16,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,1,0,0,0,FALSE,3,0,2,5,0,0,0,0,2,4,1,3,1,1,0,0,0,0,3,0,10,46
"46.Ch4",7,130,16,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"47.Ch1",7,131,17,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,0,1,0,FALSE,1,0,0,0,3,2,0,3,0,4,0,0,0,0,2,3,3,3,0,2,5,47
"47.Ch2",7,131,17,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,0,1,0,FALSE,2,0,0,0,2,1,0,3,0,4,0,0,0,0,3,1,3,1,0,1,7,47
"47.Ch3",7,131,17,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,0,1,0,TRUE,3,0,0,0,2,1,0,1,0,1,0,0,0,0,3,2,2,4,0,2,5,47
"47.Ch4",7,131,17,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"48.Ch1",7,132,18,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,1,0,0,FALSE,1,2,0,0,0,1,0,2,0,0,0,3,2,1,1,0,4,0,0,1,10,48
"48.Ch2",7,132,18,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,1,0,0,TRUE,2,3,0,0,0,1,0,1,0,0,0,3,1,3,1,0,1,0,0,2,7,48
"48.Ch3",7,132,18,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,1,0,0,FALSE,3,2,0,0,0,1,0,2,0,0,0,3,1,2,3,0,1,0,0,1,12,48
"48.Ch4",7,132,18,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"49.Ch1",7,133,19,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,0,1,0,FALSE,1,0,2,1,1,0,0,0,2,0,2,0,0,0,0,1,0,1,1,2,10,49
"49.Ch2",7,133,19,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,0,1,0,FALSE,2,0,2,5,6,0,0,0,1,0,1,0,0,0,0,3,0,3,2,1,10,49
"49.Ch3",7,133,19,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,0,1,0,TRUE,3,0,1,2,3,0,0,0,1,0,2,0,0,0,0,1,0,1,2,1,1,49
"49.Ch4",7,133,19,"Midsize Car",2003,25,35,0,45,5,"W",2,250000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"50.Ch1",8,146,13,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,0,1,FALSE,1,2,0,1,0,0,0,0,2,3,2,0,0,2,3,0,0,3,0,1,11,50
"50.Ch2",8,146,13,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,0,1,FALSE,2,1,0,2,0,0,0,0,1,2,1,0,0,4,2,0,0,4,0,1,10,50
"50.Ch3",8,146,13,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,0,1,FALSE,3,1,0,5,0,0,0,0,2,1,1,0,0,3,3,0,0,4,0,2,7,50
"50.Ch4",8,146,13,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"51.Ch1",8,147,14,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,0,1,FALSE,1,3,2,0,0,2,0,0,2,0,0,0,1,1,0,1,4,3,0,0,5,51
"51.Ch2",8,147,14,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,0,1,FALSE,2,2,2,0,0,1,0,0,2,0,0,0,1,2,0,2,1,1,0,0,4,51
"51.Ch3",8,147,14,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,0,1,FALSE,3,3,2,0,0,1,0,0,1,0,0,0,1,1,0,3,3,1,0,0,12,51
"51.Ch4",8,147,14,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"52.Ch1",8,148,15,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,0,1,FALSE,1,1,0,0,5,0,2,2,0,2,0,3,0,0,3,0,0,2,1,0,5,52
"52.Ch2",8,148,15,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,0,1,FALSE,2,2,0,0,1,0,3,2,0,2,0,2,0,0,2,0,0,3,2,0,7,52
"52.Ch3",8,148,15,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,0,1,FALSE,3,1,0,0,2,0,2,2,0,2,0,3,0,0,3,0,0,3,3,0,6,52
"52.Ch4",8,148,15,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"53.Ch1",8,149,16,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,1,0,0,FALSE,1,0,2,0,6,2,0,1,2,4,1,2,0,0,3,0,0,0,0,0,8,53
"53.Ch2",8,149,16,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,1,0,0,TRUE,2,0,2,0,2,2,0,3,1,1,1,1,0,0,3,0,0,0,0,0,5,53
"53.Ch3",8,149,16,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,1,0,0,FALSE,3,0,1,0,6,1,0,1,2,2,2,3,0,0,3,0,0,0,0,0,3,53
"53.Ch4",8,149,16,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"54.Ch1",8,150,17,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,1,0,0,FALSE,1,0,0,4,0,0,2,0,0,0,0,0,1,3,2,2,4,0,1,1,8,54
"54.Ch2",8,150,17,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,1,0,0,TRUE,2,0,0,4,0,0,1,0,0,0,0,0,1,3,3,2,4,0,1,1,5,54
"54.Ch3",8,150,17,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,1,0,0,FALSE,3,0,0,3,0,0,1,0,0,0,0,0,1,2,3,3,2,0,3,1,1,54
"54.Ch4",8,150,17,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"55.Ch1",8,151,18,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,1,0,FALSE,1,3,2,0,4,2,3,0,0,1,1,0,1,0,0,0,0,0,0,2,5,55
"55.Ch2",8,151,18,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,1,0,FALSE,2,1,1,0,4,1,1,0,0,3,1,0,1,0,0,0,0,0,0,2,3,55
"55.Ch3",8,151,18,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,1,0,TRUE,3,2,1,0,6,2,3,0,0,3,1,0,1,0,0,0,0,0,0,2,11,55
"55.Ch4",8,151,18,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"56.Ch1",8,152,19,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,1,0,0,0,TRUE,1,0,0,2,0,0,0,2,1,0,0,3,0,1,0,2,1,3,2,0,12,56
"56.Ch2",8,152,19,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,1,0,0,0,FALSE,2,0,0,1,0,0,0,3,2,0,0,1,0,4,0,3,3,4,1,0,6,56
"56.Ch3",8,152,19,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,1,0,0,0,FALSE,3,0,0,5,0,0,0,3,2,0,0,2,0,3,0,2,4,2,1,0,4,56
"56.Ch4",8,152,19,"Prestige Luxury Sedan",2005,25,25,0,25,2,"W",2,195000,365,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"57.Ch1",9,165,13,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,1,0,0,FALSE,1,3,0,3,0,1,0,3,0,0,1,2,0,3,0,0,0,0,1,2,11,57
"57.Ch2",9,165,13,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,1,0,0,TRUE,2,1,0,2,0,1,0,2,0,0,1,3,0,1,0,0,0,0,1,2,1,57
"57.Ch3",9,165,13,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,1,0,0,FALSE,3,1,0,4,0,2,0,3,0,0,2,3,0,3,0,0,0,0,3,2,1,57
"57.Ch4",9,165,13,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"58.Ch1",9,166,14,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,1,0,FALSE,1,0,0,1,2,0,1,1,0,0,0,3,1,1,0,0,1,1,0,0,8,58
"58.Ch2",9,166,14,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,1,0,FALSE,2,0,0,5,3,0,1,3,0,0,0,2,1,3,0,0,2,4,0,0,7,58
"58.Ch3",9,166,14,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,1,0,TRUE,3,0,0,5,3,0,2,2,0,0,0,2,1,2,0,0,1,2,0,0,6,58
"58.Ch4",9,166,14,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"59.Ch1",9,167,15,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,1,0,0,FALSE,1,2,2,0,0,0,0,0,2,3,0,0,1,3,1,1,0,0,3,0,12,59
"59.Ch2",9,167,15,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,1,0,0,TRUE,2,3,2,0,0,0,0,0,2,4,0,0,2,3,3,1,0,0,1,0,1,59
"59.Ch3",9,167,15,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,1,0,0,FALSE,3,2,2,0,0,0,0,0,1,3,0,0,1,4,2,2,0,0,3,0,7,59
"59.Ch4",9,167,15,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
"60.Ch1",9,168,16,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,1,0,FALSE,1,2,0,0,0,2,3,2,0,0,1,3,0,0,1,3,4,0,0,0,8,60
"60.Ch2",9,168,16,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,1,0,FALSE,2,3,0,0,0,1,2,2,0,0,2,3,0,0,2,2,3,0,0,0,7,60
"60.Ch3",9,168,16,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,1,0,TRUE,3,1,0,0,0,1,1,2,0,0,1,2,0,0,1,3,4,0,0,0,7,60
"60.Ch4",9,168,16,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"61.Ch1",9,169,17,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,1,0,0,0,TRUE,1,0,1,3,5,0,0,0,1,1,2,0,0,0,0,0,0,3,2,1,1,61
"61.Ch2",9,169,17,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,1,0,0,0,FALSE,2,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,4,1,1,6,61
"61.Ch3",9,169,17,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,1,0,0,0,FALSE,3,0,1,3,1,0,0,0,1,2,1,0,0,0,0,0,0,2,3,2,7,61
"61.Ch4",9,169,17,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"62.Ch1",9,170,18,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,0,1,FALSE,1,0,1,2,4,2,1,1,2,0,0,3,0,0,1,0,0,0,0,0,8,62
"62.Ch2",9,170,18,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,0,1,FALSE,2,0,1,4,3,1,3,3,2,0,0,3,0,0,1,0,0,0,0,0,10,62
"62.Ch3",9,170,18,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,0,1,FALSE,3,0,2,2,2,1,2,1,2,0,0,2,0,0,3,0,0,0,0,0,10,62
"62.Ch4",9,170,18,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
"63.Ch1",9,171,19,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,0,1,FALSE,1,2,0,0,0,0,0,0,0,0,0,1,2,4,0,1,1,1,1,1,4,63
"63.Ch2",9,171,19,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,0,1,FALSE,2,3,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,4,3,1,7,63
"63.Ch3",9,171,19,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,0,1,FALSE,3,1,0,0,0,0,0,0,0,0,0,3,2,3,0,3,3,4,3,1,7,63
"63.Ch4",9,171,19,"Full-size Pickup",2004,125,35,0,45,3,"SE",1,235000,12,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"64.Ch1",10,184,13,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,0,0,1,0,FALSE,1,0,0,2,0,0,3,0,0,0,2,1,0,0,2,2,1,2,0,2,8,64
"64.Ch2",10,184,13,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,0,0,1,0,FALSE,2,0,0,3,0,0,3,0,0,0,1,3,0,0,3,1,4,3,0,2,2,64
"64.Ch3",10,184,13,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,0,0,1,0,TRUE,3,0,0,3,0,0,3,0,0,0,2,1,0,0,3,1,4,2,0,1,1,64
"64.Ch4",10,184,13,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
"65.Ch1",10,185,14,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,0,0,0,1,FALSE,1,2,2,0,6,0,3,1,2,0,1,1,0,0,0,2,0,0,0,0,8,65
"65.Ch2",10,185,14,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,0,0,0,1,FALSE,2,3,1,0,5,0,3,1,1,0,2,2,0,0,0,3,0,0,0,0,7,65
"65.Ch3",10,185,14,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,0,0,0,1,FALSE,3,3,2,0,4,0,2,2,2,0,1,1,0,0,0,3,0,0,0,0,11,65
"65.Ch4",10,185,14,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
"66.Ch1",10,186,15,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,0,1,0,0,FALSE,1,0,0,1,0,2,0,0,0,3,2,0,2,2,0,0,3,3,3,0,2,66
"66.Ch2",10,186,15,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,0,1,0,0,TRUE,2,0,0,2,0,2,0,0,0,3,1,0,2,2,0,0,2,4,1,0,1,66
"66.Ch3",10,186,15,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,0,1,0,0,FALSE,3,0,0,3,0,1,0,0,0,1,2,0,1,4,0,0,4,4,3,0,10,66
"66.Ch4",10,186,15,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"67.Ch1",10,187,16,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,1,0,0,0,TRUE,1,2,0,1,0,0,3,1,0,3,0,2,2,2,3,0,0,0,0,0,1,67
"67.Ch2",10,187,16,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,1,0,0,0,FALSE,2,1,0,4,0,0,3,2,0,4,0,2,2,2,2,0,0,0,0,0,8,67
"67.Ch3",10,187,16,"Full-size Pickup",2004,500,75,1,25,4,"MW",1,165000,365,1,0,0,0,FALSE,3,1,0,2,0,0,1,2,0,2,0,1,1,2,3,0,0,0,0,0,7,67
